Compound_ID,Name,ChineseName,IonMode,Formula,MolecularWeight,m/z,MassError,Adduct,RT (min),Score,Level,Column,ClassI,ClassI_(Chinese),ClassII,ClassII_(Chinese),ClassIII,ClassIII_(Chinese),CAS,HMDB_ID,SuperClass(HMDB),Class(HMDB),SubClass(HMDB),Other_name(KEGG_name),KEGG,KEGG_MapID,Lipidmaps_ID,CATEGORY(Lipidmaps),MAIN_CLASS(Lipidmaps),SUB_CLASS(Lipidmaps),PubChemID,SMILES,InChIKey,PGF1,PGF2,PGF3,PGFM1,PGFM2,PGFM3,HSF1,HSF2,HSF3,HSM1,HSM2,HSM3,LSF1,LSF2,LSF3,LSM1,LSM2,LSM3,YJF1,YJF2,YJF3,YJM1,YJM2,YJM3,SJF1,SJF2,SJF3,SJM1,SJM2,SJM3,SHTF1,SHTF2,SHTF3,SHTM1,SHTM2,SHTM3,XSF1,XSF2,XSF3,XSM1,XSM2,XSM3,YSF1,YSF2,YSF3,YSM1,YSM2,YSM3,PG.aver,HS.aver,LS.aver,YJ.aver,SJ.aver,SHT.aver,XS.aver,YS.aver,P-value
Com_4068_pos,Hemsine D,_,P,C29H38N4O4,506.28931,507.29232,8.45493,[M+H]+,5.536,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CCC(C)C1C(=O)NC=CC2=CC=C(C=C2)OC(C(C(=O)N1)NC(=O)C(C(C)C)NC)C3=CC=CC=C3,XSBUQJKROKZPTL-RKQLHEALSA-N,5634900.999,14826314.41,6168808.694,3209639.165,9244692.51,9944108.13,4181442.17,16296722.19,10011570.21,126380.9057,3188812.168,7380854.932,10836201.52,17885528.02,10963045.83,12023450.03,5076715.771,12520696.05,33629461.13,6312232.892,10643362.16,14614010.94,21119564.61,800477.6307,9059617.239,7883240.706,11994871.39,6090768.53,5383726.117,6933873.198,8941543.02,15832760.13,7144320.029,5553274.91,12421603.73,16704661.38,10783705.15,14846055.47,11689734.04,8122806.901,10402244.15,11921767.63,32235443.67,35059605,23985380.72,22666252.88,32430214.69,12722429.83,8171410.651,6864297.096,11550939.54,14519851.56,7891016.196,11099693.87,11294385.56,26516554.47,0.030993
Com_3849_pos,Cosmosporaside B,_,P,C23H40O9,460.26724,461.2712,7.23266,[M+H]+,6.141,_,3,C18,Lipids and lipid-like molecules,脂质和类脂分子,Prenol lipids,异戊烯醇脂,Sesquiterpenoids,倍半萜类,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(CCC=C(C)C)C(=O)CC(C(=CCOC(C(CO)O)C(C(CO)O)O)C)OC(=O)C,SNXUZSSJIJDDDP-CQOVOOQLSA-N,7584823.995,9655324.974,6047330.384,7633015.686,8595805.262,8462300.006,7103477.363,12041915.84,12870821.43,10891487.31,8382713.369,6490080.98,12118445.35,19905791.33,10161265.95,10307022.56,9468218.936,8475768.077,6420030.435,24966250.25,10428285.31,12281631.28,6670383.473,11265993.03,6484789.1,11790000.69,8234974.667,7096736.479,9874110.629,10594474.59,6908662.73,7984121.185,6525006.994,7947396.927,12169856.94,10148289.61,11704536.6,9145864.584,7458128.525,13908046.37,7044200.168,6121878.885,9381383.093,11788520.01,6130309.207,8858604.191,6924962.428,7524409.257,7996433.385,9630082.715,11739418.7,12005428.96,9012514.36,8613889.065,9230442.523,8434698.031,0.40202
Com_3725_pos,Eurystatin C,_,P,C22H36N4O5,436.26857,437.27692,2.40146,[M+H]+,5.569,_,3,C18,Phenylpropanoids and polyketides,苯丙素类和聚酮类,Macrolactams,大内酰胺类,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,CC1C(=O)C(=O)NC(C(=O)NCCCC(C(=O)N1)NC(=O)C=CCCC(C)C)C(C)C,AFJZBVRODZOFAV-YIPYENEMSA-N,2543889.033,878653.4675,5827531.99,437138.3806,853053.3096,838108.3115,2064733.641,166536.2945,566266.9516,783963.3104,103478.0759,315154.1671,1516210.458,504208.5296,441193.4452,796095.5389,628710.7651,452871.9807,1171610.454,902630.107,540643.3624,310638.0511,491710.3391,49378.52526,133435.9134,252022.6459,361306.2262,173650.467,126364.7014,122513.1292,448373.4399,1179486.747,263769.2813,178023.225,394760.7887,126662.599,354182.4916,1197481.511,1601048.476,497485.4637,454409.0316,151304.2253,688687.1432,3275458.719,2119593.078,111196.1315,827766.3056,300515.645,1896395.749,666688.7402,723215.1196,577768.4731,194882.1805,431846.0135,709318.5331,1220536.17,0.034807
Com_3557_pos,Aclidinomycin A,阿克利霉素A,P,C21H25N3O6,415.17434,416.18095,1.65517,[M+H]+,5.214,_,3,C18,Organoheterocyclic compounds,有机杂环化合物,Isoquinolines and derivatives,异喹啉及其衍生物,Isoquinoline quinones,异喹啉醌类,_,_,_,_,_,_,_,_,_,_,_,_,_,CC1=C(C(=O)C2=C3COC4N3C5C6C(CC4N6C)C7N(C5C2(C1=O)O)CCO7)OC,MXQLXPOMPYTJAB-IMXNAMCCSA-N,523469.6309,1031193.096,957800.6381,2700175.57,891935.7193,244164.8059,128307.1782,698783.5013,1184575.985,3711712.137,2069179.976,2235693.844,739496.9161,2287162.247,837474.706,1975303.484,884419.9625,7109458.886,479362.0972,2090914.346,943084.6253,1878854.396,2610531.024,1287532.543,7466893.086,6962905.366,13032982.98,20837104.61,8531862.081,10802330.09,6193983.536,3049107.749,2711142.884,1373844.352,15753294.23,4047114.748,5191985.365,1227785.534,3161362.207,3299140.658,1447587.486,3469023.031,2285071.606,1537696.703,415332.8482,960040.5351,172366.8717,2092357.249,1058123.243,1671375.437,2305552.7,1548379.839,11272346.37,5521414.584,2966147.38,1243810.969,0.000028561
Com_3291_pos,Ala Arg Lys,丙氨酸精氨酸赖氨酸,P,C15H31N7O4,373.24375,374.25243,3.67591,[M+H]+,6.982,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)O)N,LWUWMHIOBPTZBA-DCAQKATOSA-N,929836.3079,3760946.624,3339126.811,2988368.481,1100825.97,1325107.152,2322292.387,2669668.505,810735.9159,630782.3219,189008.0148,352117.5618,8663720.346,11514087.93,19905838.13,2121328.829,765816.8441,235707.0935,251373.906,400705.4077,620274.9383,330738.2624,824300.7392,746927.5385,1554990.672,487568.488,6258249.868,1079853.96,761502.5717,454345.068,1541870.155,2083894.373,599802.6011,196862.5001,37946.11398,535879.4738,1075326.869,1148493.495,1324883.915,550621.0686,395022.705,7351129.372,529418.9096,68339.23915,93151.05556,479583.7909,259355.355,5665776.782,2240701.891,1162434.118,7201083.195,529053.4654,1766085.105,832709.2028,1974246.237,1182604.189,0.041616
Com_3190_pos,Leu-Gln-Pro,亮氨酸-谷氨酰胺-脯氨酸,P,C16H28N4O5,356.20597,357.21235,2.5714,[M+H]+,1.45,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,42641527,CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)N1CCCC1C(=O)O)N,CQGSYZCULZMEDE-SRVKXCTJSA-N,3221193.922,1147881.044,1967724.361,1660180.497,2384491.031,2914303.028,6498087.403,1598428.658,462268.6159,71384.60834,911359.5214,939513.4494,1309190.7,226986.801,4811433.1,2806463.983,1763750.521,1170639.217,1423114.014,1712460.61,2000987.714,527309.1462,2205574.538,54318.13334,2147494.773,879289.3766,2146648.271,1377404.339,467221.8786,1451605.119,1571292.947,2292435.16,2071567.943,1338481.356,1820555.213,1001929.377,1060481.527,2359581.334,2481791.386,1730042.168,1326967.175,1729336.396,2665551.659,2515186.914,1278968.976,2954753.77,5001105.265,2463283.216,2215962.314,1746840.376,2014744.054,1320627.359,1411610.626,1682710.333,1781366.664,2813141.633,0.26731
Com_3068_pos,Oxyphencyclimine,_,P,C20H28N2O3,344.20999,345.21538,5.53126,[M+H]+,8.533,_,3,C18,Organoheterocyclic compounds,有机杂环化合物,Diazines,二嗪类,Pyrimidines and pyrimidine derivatives,嘧啶和嘧啶衍生物,_,HMDB0014527,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Oxyphencyclimine,C07851,_,_,_,_,_,_,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O,DUDKAZCAISNGQN-UHFFFAOYSA-N,617962.8591,264880.902,154460.8736,636710.6039,910038.0633,672036.5197,1124836.06,1369473.488,868339.2208,1877735.874,1233716.882,954197.4139,726058.7321,3164315.996,1362640.477,1298505.742,1370328.267,1515603.397,3243559.839,3347224.617,1856824.347,4087532.81,2916938.36,1255941.523,305592.802,363836.2834,789597.4981,203148.5162,285766.0734,685938.7658,389060.9911,704576.0299,784982.7774,915809.2065,1469983.89,908704.0742,2190792.512,957526.9633,555993.7292,1442396.065,667976.9589,1081701.102,1311571.805,260492.9327,2393106.11,935256.1435,876929.9996,1167305.879,542681.6369,1238049.823,1572908.768,2784670.249,438979.9898,862186.1615,1149397.888,1157443.812,4.73E-06
Com_3065_pos,RHODOTORULIC ACID,红酵母酸,P,C14H24N4O6,344.16959,345.17597,2.66063,[M+H]+,1.41,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,18928-00-2,_,_,_,_,_,_,_,_,_,_,_,_,CC(=O)N(CCCC1C(=O)NC(C(=O)N1)CCCN(C(=O)C)O)O,PUWVNTVQJFSBDH-RYUDHWBXSA-N,4053989.706,5948336.5,3032879.59,12201203.92,32768355.65,16432027.2,6999267.303,8579126.051,3957375.043,206049.6502,8394622.586,59093907.87,5427881.675,9047194.909,8780284.257,45765230.74,29450017.02,60296007.72,4569363.086,8163755.483,7685626.063,42784675.91,95563867.68,2546861.946,3781089.474,2398196.637,3960203.043,33529420.89,33291190.57,106657997,6238074.239,6593573.332,4564037.727,40472733.76,231030675.1,64186767.96,7039320.505,5119030.676,5591964.793,82816956.5,47377978.55,39490572.32,7715557.953,5652337.985,3434940.143,61255970.49,10705366.54,43204395.54,12406132.09,14538391.42,26461102.72,26885691.69,30603016.27,58847643.68,31239303.89,21994761.44,0.71406
Com_2929_pos,Nitropyrrolin D,_,P,C19H28N2O3,332.20999,333.21418,9.3409,[M+H]+,5.874,_,3,C18,Lipids and lipid-like molecules,脂质和类脂分子,Prenol lipids,异戊烯醇脂,Sesquiterpenoids,倍半萜类,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(=CCCC(=CCC=C(C)C(CC1=CNC(=C1)[N+](=O)[O-])O)C)C,COVDAEBDAVGGFK-CIBVNXTLSA-N,2347502.484,2201982.136,1662151.169,748610.5876,6449608.98,11779035.22,7398170.211,23933670.44,6383890.629,3230957.091,37527788.16,9717995.462,41166832.69,17407863.07,5646900.865,4184286.076,5577792.674,15566500.97,2345961.257,2699584.688,3381016.082,1663174.49,10898452.53,10008442.79,4904651.409,14062333.97,1582074.927,1185716.588,1633621.614,11168613.05,14685238.42,1137154.664,3261844.328,5139562.741,3621937.493,2820304.492,3463019.806,6270150.932,6664052.132,17432680.16,7660148.856,3161424.323,14075738.06,2421512.036,5537382.589,13377334.39,2933408.224,8407604.727,4198148.43,14698745.33,14925029.39,5166105.307,5756168.593,5111007.023,7441912.702,7792163.337,0.077112
Com_2908_pos,Leu Ala Lys,亮氨酸丙氨酸赖氨酸,P,C15H30N4O4,330.22671,331.23304,2.91497,[M+H]+,1.42,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(C)CC(C(=O)NC(C)C(=O)NC(CCCCN)C(=O)O)N,KWTVLKBOQATPHJ-SRVKXCTJSA-N,10124480.05,11343137.74,11005753.12,4268365.379,5055839.44,6364336.203,15340709.11,17021337.98,8821795.087,303549.0119,4645898.484,6240882.578,7236284.201,3799160.827,21757673.91,10629101.84,7714952.588,7850861.249,24280169.65,23974893.47,22052439.62,16381348.25,14321809.82,1229432.03,10765295.78,9807076.464,10543989.61,8176636.849,8539919.172,11948883.13,14120013.64,14457516.59,13886009,6541376.842,4302168.633,8522401.147,12129478.56,18174745.63,15081048.7,2801789.032,12243203.96,17211022.33,32604887.65,39807338.29,22559466.85,11126765.56,22774587.71,18383615.8,8026985.322,8729028.709,9831339.102,17040015.47,9963633.502,10304914.31,12940214.7,24542776.98,0.12679
Com_2347_pos,"(1R,5aS,6R)-1,4,5,5a,6,9-hexahydrophenazine-1,6-dicarboxylic acid",_,P,C14H14N2O4,274.09536,275.10325,2.14672,[M+H]+,6.871,_,3,C18,Organoheterocyclic compounds,有机杂环化合物,Diazanaphthalenes,二氮杂萘类,Benzodiazines,苯并二嗪类,_,_,_,_,_,_,_,_,_,_,_,_,119058147,C1C=CC(C2C1=NC3=C(N2)CC=CC3C(=O)O)C(=O)O,MUDZFKKAMBPIJZ-XLDPMVHQSA-N,1889364.014,2470585.296,2154860.524,1928835.76,1586929.175,3321774.341,2950370.071,2653229.066,3237195.158,959475.0358,907697.8988,870978.0609,98381.43631,1378932.058,1539877.508,1496909.812,2214027.712,2008523.435,1808218.398,1153454.048,911769.3521,186995.8812,558032.6627,42550.44442,939800.86,2026980.745,987434.6173,1033540.102,2041104.958,872615.2897,639635.4368,542770.0988,975903.1127,1487660.627,1950362.584,931895.9844,2358384.072,1119078.693,1135711.539,2301945.829,650115.7093,1350486.934,2873803.203,620008.9714,507312.6077,1881999.333,1425465.634,154688.2056,2225391.518,1929824.215,1456108.66,776836.7977,1316912.762,1088037.974,1485953.796,1243879.659,0.095058
Com_2111_pos,Hyrtioerectine B,_,P,C13H14N2O3,246.10044,247.10732,1.71808,[M+H]+,4.882,_,3,C18,Alkaloids and derivatives,生物碱及其衍生物,Harmala alkaloids,哈尔满生物碱,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,CC1C2=C(CC(N1)C(=O)O)C3=C(N2)C=CC(=C3)O,WYQWRMWMBQUYSD-KSBSHMNSSA-N,74134.10014,89790.77603,221594.9858,70389.03265,46072.97131,422302.8921,971004.3775,4991160.856,2494352.179,154815.2844,1387520.978,970588.848,1208552.205,2659535.17,177130.7453,120567.4781,366665.2316,664774.9344,2333420.797,2886283.544,472119.1468,1149385.588,743188.1275,108790.0742,472834.1566,405249.2167,1388329.707,45531.4621,415326.4649,146766.4998,629380.3994,621326.8247,1927943.725,2240434.58,1497307.401,316333.6391,835147.6339,832947.1219,1334703.313,642755.3122,1237095.285,2804169.665,2704755.395,3625795.12,9052921.632,37028400.89,2985430.172,585382.6622,154047.4597,1828240.421,866204.2942,1282197.88,479006.2511,1205454.428,1281136.389,9330447.645,0.000070725
Com_1836_pos,Guanadrel,胍那决尔,P,C10H19N3O2,213.14773,214.15465,1.75727,[M+H]+,5.432,_,3,C18,Organic oxygen compounds,有机氧化合物,Organooxygen compounds,有机氧化合物,Ethers,醚类,40580-59-4,HMDB0014371,Organic oxygen compounds,Organooxygen compounds,Ethers,Guanadrel,C07035,_,_,_,_,_,_,C1CCC2(CC1)OCC(O2)CN=C(N)N,HPBNRIOWIXYZFK-UHFFFAOYSA-N,1423925.935,1508969.96,1037534.096,1158457.965,1726091.261,1484347.006,1156050.102,1970379.525,2282427.564,1610760.203,1434865.598,1968050.128,2282809.18,2522687.089,1362490.631,2029274.121,1915809.187,1480759.545,2060909.483,4380422.584,1100012.014,1880167.425,1460940.205,1283414.302,1141310.524,1981807.973,1043257.468,1362434.51,2018598.267,1523271.04,1207093.465,962565.7826,783368.0135,1061936.285,2494842.085,1461599.826,1811303.342,1196937.639,1026161.348,2943898.957,988988.8736,8587740.864,1238466.172,1233678.32,1841410.814,1407060.363,1292737.8,5691740.152,1389887.704,1737088.853,1932304.959,2027644.336,1511779.964,1328567.576,2759171.837,2117515.603,0.6107
Com_2102_pos,GLY-GLY-ILE,甘氨酸-甘氨酸-异亮氨酸,P,C10H19N3O4,245.13756,246.14569,3.3803,[M+H]+,6.07,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CCC(C)C(C(=O)O)NC(=O)CNC(=O)CN,XMPXVJIDADUOQB-RCOVLWMOSA-N,1191726.418,1528344.093,1712758.253,1359688.972,1299346.378,1776879.037,697780.0485,1106599.94,1941642.645,1420002.043,1608990.176,1061789.023,941003.3712,390390.4191,315208.4219,1232929.712,1794375.762,1135301.481,683847.7054,204684.0168,848401.4786,1297739.405,807072.9234,1869019.244,1112611.453,1103209.36,536490.8589,780863.681,514742.6828,935979.0637,490967.7068,498739.1626,470568.1787,767095.5893,1227713.514,1279358.366,880052.307,668471.5614,576160.4489,2552868.133,786125.8463,519979.4284,525928.3488,618709.6831,1005240.171,1399869.976,1442474.077,763927.3464,1478123.858,1306133.979,968201.5278,951794.1287,830649.5165,789073.753,997276.2875,959358.2671,0.20778
Com_2297_pos,N-undecanoyl-L-Homoserine lactone,_,P,C15H27NO3,269.19909,270.2057,2.55581,[M+H]+,5.961,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,216596-71-3,_,_,_,_,_,_,_,_,_,_,_,_,CCCCCCCCCCC(=O)NC1CCOC1=O,YAWJNUREPGJHSG-ZDUSSCGKSA-N,53202.32004,62713.40239,185491.2599,86957.87673,375818.1041,331251.3246,237461.202,142379.8426,3146052.923,431867.6808,1372031.911,528781.4273,321237.4293,1521206.112,125509.0746,102097.6377,249785.11,268648.8545,1124475.611,76407.98667,713658.0582,207523.763,181649.2495,878777.2356,280670.622,558871.3052,53437.64132,228331.4938,92894.78005,433932.0736,389539.6418,82561.85489,298894.5682,203927.8655,1802968.803,250366.0349,174613.0882,103870.7686,290568.4492,548882.213,289255.555,298395.0225,2046809.982,409418.5381,535766.9683,1343563.43,1026674.982,373056.5975,182572.3813,976429.1645,431414.0364,530415.3174,274689.6526,504709.7947,284264.1827,955881.7497,0.057302
Com_3870_pos,Arg Glu Tyr,精氨酸谷氨酸酪氨酸,P,C20H30N6O7,466.2176,467.22443,1.01278,[M+H]+,6.382,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCCN=C(N)N)N)O,JAYIQMNQDMOBFY-KKUMJFAQSA-N,9685966.802,7362613.52,7198950.781,9317944.884,6618356.153,9116444.278,6901736.967,6036680.905,9284588.984,15040427.99,10563727.62,10431292.35,9258602.962,5976157.358,7107017.196,8926657.26,13366681.7,10884048.84,8514697.5,4080596.979,8237629.043,10404413.08,7472129.776,18385634.51,8202341.461,8884534.072,6933937.274,8677647.709,7439464.012,7203506.583,5735311.308,6322672.358,8418366.266,10219444.01,11517381.51,14742249.73,9274941.469,6850063.245,8667294.09,10745252.67,9404787.51,5329482.014,7285110.786,6743647.508,9046459.463,10582277.02,14330870.48,8084077.522,8216712.737,9709742.469,9253194.219,9515850.148,7890238.519,9492570.864,8378636.832,9345407.13,0.97231
Com_2733_pos,Taxodine,_,P,C19H25NO3,315.18344,316.19326,7.968,[M+H]+,8.722,_,3,C18,Alkaloids and derivatives,生物碱及其衍生物,Erythrina alkaloids,刺桐生物碱,Homoerythrinane alkaloids,同型红藻碱,_,_,_,_,_,_,_,_,_,_,_,_,_,c12c(CCCN3[C@]41C(=CC[C@@H](C4)OC)CC3)cc(c(c2)O)OC,JKBKYSIMIARAEZ-FPOITTPVNA-N,1746474.339,147668.1921,1654153.274,731287.0046,1250978.841,1167833.605,2450353.651,1661920.253,3955995.522,6547146.676,6377635.05,3438368.024,11319289.9,6676888.657,5078779.203,5672251.94,5172444.572,4645918.285,1672219.407,2605822.566,1161449.509,5970272.633,3688463.414,5313669.588,761357.3008,2027292.093,534902.3952,1904234.946,1134020.374,1489108.029,692713.1211,778419.7276,3666186.715,1195272.436,1782502.373,3429746.627,3371277.584,2095340.392,1100956.752,5358206.093,1894299.485,2838642.628,1898403.554,1100980.746,2901376.881,2343432.156,1501658.826,2297260.364,1116399.209,4071903.196,6427595.426,3401982.853,1308485.856,1924140.167,2776453.822,2007185.421,0.000035034
Com_3779_pos,Smenospongidine,_,P,C29H37NO3,447.27734,448.28093,8.28546,[M+H]+,5.684,_,3,C18,Benzenoids,苯类化合物,Benzene and substituted derivatives,苯及其取代衍生物,Phenethylamines,苯乙胺类,_,_,_,_,_,_,_,_,_,_,_,_,_,CC1CCC2(C(C1(C)CC3=C(C(=CC(=O)C3=O)NCCC4=CC=CC=C4)O)CCCC2=C)C,OIQROOMINSFFMF-JEDUBMGFSA-N,1140460.768,661180.2551,392612.6288,340432.0798,1201902.714,1061393.976,458935.7458,380678.6716,781532.9415,1718391.575,73583.80262,1400023.962,107127.832,448996.3563,1906127.771,1118976.842,2447562.587,2831644.955,1739840.365,1444050.824,1434854.122,1249059.033,2246593.92,2318536.968,2032248.437,2574198.663,5108828.818,1129783.81,1740175.843,2504506.81,5467487.938,180457.9296,2132047.105,77626.43417,2626007.778,5579622.445,2571906.039,6872058.714,85888.89935,3007112.734,1023838.29,3210103.815,1224501.381,21879058.58,6194317.802,5584070.504,2210236.186,2821182.719,799663.7369,802191.1164,1476739.391,1738822.539,2514957.064,2677208.272,2795151.415,6652227.862,0.073155
Com_4006_pos,Talitine A,_,P,C26H41NO8,495.28322,496.2944,7.80831,[M+H]+,9.996,_,3,C18,Lipids and lipid-like molecules,脂质和类脂分子,Prenol lipids,异戊烯醇脂,Diterpenoids,二萜类,_,_,_,_,_,_,_,_,_,_,_,_,_,N1(CC)C[C@@]2([C@H]3[C@]4([C@@H]1[C@@]1(C3)[C@]3([C@]5([C@@]4(C[C@@H]([C@H](C3)OC)[C@@H]5OC)O)O)OCO1)[C@@H](CC2)OC)COC,VQCHSLAMMAZPAA-UHFFFAOYNA-N,6051479.759,5683534.868,4795403.117,6167852.555,5427868.141,6091382.692,8746392.775,6903140.163,15185952.33,11810584.84,11490785.81,7378793.805,17830800.86,5129738.177,9965775.296,5802572.156,21165267.26,9333223.75,12856228.43,14042042.88,13450344.81,10008017.08,8886045.51,9650850.244,6142143.636,13445237.37,6600991.091,3140372.154,8972429.791,7877431.977,3463473.641,8093481.996,6420924.843,7336331.384,8069718.394,7433241.328,11870458.6,6722402.391,4600957.351,12475002.45,10164943.76,12403990.09,12219664.22,13538521.04,10782519.3,11212393.82,14999570.8,7536000.386,5702920.189,10252608.29,11537896.25,11482254.83,7696434.336,6802861.931,9706292.44,11714778.26,0.0078252
Com_3259_pos,Hierridin B,_,P,C23H40O3,364.29774,365.30181,8.8503,[M+H]+,10.698,_,3,C18,Benzenoids,苯类化合物,Phenols,酚类,Methoxyphenols,甲氧基酚类,_,_,_,_,_,_,_,_,LMPK15010011,Polyketides [PK],Phenolic lipids [PK15],Alkyl phenols and derivatives [PK1501],_,CCCCCCCCCCCCCCCC1=C(C(=CC(=C1)OC)OC)O,VNEAIGHVYDWTTQ-UHFFFAOYSA-N,46857601.09,1156488682,411667190.5,93737124.72,56363708.36,57521096.78,167984340.4,213261860,188851575.7,151128.8043,33890210.5,62461321.36,3595054182,2217242094,2667914520,251454152.8,190742818.3,115120644.8,385253737,161106782.2,155249735.8,58936684.62,77876771.55,1129713.73,426077770.5,744352061.9,1045346654,137746597.8,202026769.6,192828124.2,136501268.6,182939769.1,337341200.3,108303736.6,76839958.89,95348602.68,369240009.4,715080786.2,355828250,233776227.3,172675387,174713252.7,15451813.37,30935561.36,6011100.478,9936393.101,6786849.018,74998765.16,303772567.2,111100072.8,1506254735,139925570.8,458062996.4,156212422.7,336885652.1,24020080.41,0.0014888
Com_4344_pos,Apicidin,组蛋白脱乙酰酶抑制剂,P,C34H49N5O6,623.36829,624.37134,6.80624,[M+H]+,5.357,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,183506-66-3,HMDB0248512,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",_,_,_,_,_,_,_,_,CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC3=CN(C4=CC=CC=C43)OC)CCCCCC(=O)CC,JWOGUUIOCYMBPV-GMFLJSBRSA-N,899062.8338,7675228.883,2570238.369,793616.8417,856907.9695,2365111.353,1826104.72,7390538.059,2769987.503,1801450.941,141683.943,554394.4891,10435771.91,10885329.86,11566058.73,3821991.008,1881029.045,462464.2651,2027312.515,4181204.274,1232522.911,276613.3256,625505.1174,1013448.404,175409.2703,821126.4488,3523524.932,974871.0489,474269.1973,1549041.802,1097010.433,8277076.647,2250228.83,813043.1471,536978.9337,883320.6135,2457515.858,6427262.846,3999246.802,889285.8723,4221092.188,419401.789,552483.607,609092.5912,865571.8985,2539227.34,661858.0018,3539895.377,2526694.375,2414026.609,6508774.137,1559434.425,1253040.45,2309609.767,3068967.559,1461354.803,0.28545
Com_1982_pos,Caulibugulone F,_,P,C12H13N3O2,231.10078,232.10766,1.82117,[M+H]+,5.019,_,3,C18,Organic nitrogen compounds,有机氮化合物,Organonitrogen compounds,有机氮化合物,Quinonimines,醌亚胺,_,_,_,_,_,_,_,_,_,_,_,_,_,CN=C1C=C(C2=C(C1=O)C=NC=C2)NCCO,WLSYCPCYTGRLHZ-UHFFFAOYSA-N,944459.5834,4215049.314,64262.8725,2077423.391,524162.4589,943730.7929,6848076.902,12856427.27,48162178.74,735927.101,8772659.823,4483204.633,4778244.107,16135804.3,4767339.315,2114718.488,1082996.513,1764728.463,1183757.427,11396934.59,6626487.058,7451631.347,5307818.032,614671.5147,11429502.3,12797836.01,16167798.67,17957735.72,9756698.66,6031290.842,2632662.005,5635670.041,41356622.82,2067522.598,2166992.072,495086.25,10443692.64,20788508.4,14393642.44,4347974.579,7978595.41,1268367.659,7214037.885,1475813.78,4003937.523,311960.9852,99154.42858,346368.3736,1461514.736,13643079.08,5107305.197,5430216.661,12356810.37,9059092.631,9870130.187,2241878.829,0.0038267
