"Df"	"Sum Sq"	"Mean Sq"	"F value"	"Pr(>F)"	"Item"	"signif"	"Category3"	"keggID"	"Category1"	"Category2"
32	2.83258282177692e-12	8.85182131805289e-14	NA	NA	"Residuals  "	NA	"Osteoclast differentiation"	"Kegg211"	"Organismal Systems"	"Development and regeneration"
7	1.69851107447415e-06	2.42644439210593e-07	1.00687983591396	0.444825066133181	"Plant      "	"ns"	"Other carbon fixation pathways"	"Kegg212"	"Metabolism"	"Energy metabolism"
1	1.06872072536807e-09	1.06872072536807e-09	0.00443477440528739	0.947319178659409	"sex        "	"ns"	"Other carbon fixation pathways"	"Kegg212"	"Metabolism"	"Energy metabolism"
7	2.50122939848932e-06	3.57318485498475e-07	1.48273242617144	0.20867160655703	"Plant:sex  "	"ns"	"Other carbon fixation pathways"	"Kegg212"	"Metabolism"	"Energy metabolism"
32	7.71156773408903e-06	2.40986491690282e-07	NA	NA	"Residuals  "	NA	"Other carbon fixation pathways"	"Kegg212"	"Metabolism"	"Energy metabolism"
7	1.24494933049865e-05	1.7784990435695e-06	6.68165240939294	6.59351225732311e-05	"Plant      "	"***"	"Other glycan degradation"	"Kegg213"	"Metabolism"	"Glycan biosynthesis and metabolism"
1	1.45737441314922e-06	1.45737441314922e-06	5.47521759666639	0.0256879853919441	"sex        "	"*"	"Other glycan degradation"	"Kegg213"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	2.45004137989268e-06	3.5000591141324e-07	1.31493904916719	0.275301935686622	"Plant:sex  "	"ns"	"Other glycan degradation"	"Kegg213"	"Metabolism"	"Glycan biosynthesis and metabolism"
32	8.51764891484304e-06	2.66176528588845e-07	NA	NA	"Residuals  "	NA	"Other glycan degradation"	"Kegg213"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	5.26593915073825e-09	7.52277021534036e-10	1.41900387016958	0.232048079422138	"Plant      "	"ns"	"Other types of O-glycan biosynthesis"	"Kegg214"	"Metabolism"	"Glycan biosynthesis and metabolism"
1	2.65537789429838e-09	2.65537789429838e-09	5.0087818727847	0.0323063541652555	"sex        "	"*"	"Other types of O-glycan biosynthesis"	"Kegg214"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	1.92756744015003e-09	2.7536677716429e-10	0.519418394191338	0.813107098313402	"Plant:sex  "	"ns"	"Other types of O-glycan biosynthesis"	"Kegg214"	"Metabolism"	"Glycan biosynthesis and metabolism"
32	1.69646222925469e-08	5.3014444664209e-10	NA	NA	"Residuals  "	NA	"Other types of O-glycan biosynthesis"	"Kegg214"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	3.61248744092671e-06	5.16069634418101e-07	4.14635967955325	0.00239381193977204	"Plant      "	"**"	"Oxidative phosphorylation"	"Kegg215"	"Metabolism"	"Energy metabolism"
1	2.49452025111005e-06	2.49452025111005e-06	20.0422142657053	9.02328802723582e-05	"sex        "	"***"	"Oxidative phosphorylation"	"Kegg215"	"Metabolism"	"Energy metabolism"
7	3.02920573583391e-06	4.32743676547702e-07	3.47687756138223	0.00697593492769429	"Plant:sex  "	"**"	"Oxidative phosphorylation"	"Kegg215"	"Metabolism"	"Energy metabolism"
32	3.9828257984504e-06	1.24463306201575e-07	NA	NA	"Residuals  "	NA	"Oxidative phosphorylation"	"Kegg215"	"Metabolism"	"Energy metabolism"
7	5.20811750230618e-08	7.44016786043741e-09	4.18474127406137	0.0022549929544448	"Plant      "	"**"	"PI3K-Akt signaling pathway"	"Kegg216"	"Environmental Information Processing"	"Signal transduction"
1	7.48476812785317e-09	7.48476812785317e-09	4.20982680753184	0.0484485743217415	"sex        "	"*"	"PI3K-Akt signaling pathway"	"Kegg216"	"Environmental Information Processing"	"Signal transduction"
7	1.91470836005327e-08	2.73529765721896e-09	1.53847510133119	0.190014962756884	"Plant:sex  "	"ns"	"PI3K-Akt signaling pathway"	"Kegg216"	"Environmental Information Processing"	"Signal transduction"
32	5.68936897030508e-08	1.77792780322034e-09	NA	NA	"Residuals  "	NA	"PI3K-Akt signaling pathway"	"Kegg216"	"Environmental Information Processing"	"Signal transduction"
7	1.21022796196722e-07	1.7288970885246e-08	6.21866958335586	0.000120777979724882	"Plant      "	"***"	"PPAR signaling pathway"	"Kegg217"	"Organismal Systems"	"Endocrine system"
1	1.37122930096005e-08	1.37122930096005e-08	4.93217439157325	0.0335623581533018	"sex        "	"*"	"PPAR signaling pathway"	"Kegg217"	"Organismal Systems"	"Endocrine system"
7	2.25512480529986e-08	3.22160686471408e-09	1.15877970713829	0.353170910515192	"Plant:sex  "	"ns"	"PPAR signaling pathway"	"Kegg217"	"Organismal Systems"	"Endocrine system"
32	8.89655031372992e-08	2.7801719730406e-09	NA	NA	"Residuals  "	NA	"PPAR signaling pathway"	"Kegg217"	"Organismal Systems"	"Endocrine system"
7	2.40035267674397e-11	3.42907525249139e-12	0.300009915082326	0.948665938759923	"Plant      "	"ns"	"Pancreatic cancer"	"Kegg218"	"Human Diseases"	"Cancer: specific types"
1	7.99343280904562e-13	7.99343280904562e-13	0.06993457190873	0.79312793974666	"sex        "	"ns"	"Pancreatic cancer"	"Kegg218"	"Human Diseases"	"Cancer: specific types"
7	8.54731398409484e-11	1.22104485487069e-11	1.06829257525134	0.405866037336839	"Plant:sex  "	"ns"	"Pancreatic cancer"	"Kegg218"	"Human Diseases"	"Cancer: specific types"
32	3.65755938598273e-10	1.1429873081196e-11	NA	NA	"Residuals  "	NA	"Pancreatic cancer"	"Kegg218"	"Human Diseases"	"Cancer: specific types"
7	6.68217076825612e-08	9.54595824036589e-09	1.6162237933585	0.166574358122297	"Plant      "	"ns"	"Pancreatic secretion"	"Kegg219"	"Organismal Systems"	"Digestive system"
1	9.36634362499054e-12	9.36634362499054e-12	0.00158581328791788	0.968482239113523	"sex        "	"ns"	"Pancreatic secretion"	"Kegg219"	"Organismal Systems"	"Digestive system"
7	6.56937376158278e-08	9.38481965940397e-09	1.58894146066638	0.174472271360198	"Plant:sex  "	"ns"	"Pancreatic secretion"	"Kegg219"	"Organismal Systems"	"Digestive system"
32	1.89002701820732e-07	5.90633443189788e-09	NA	NA	"Residuals  "	NA	"Pancreatic secretion"	"Kegg219"	"Organismal Systems"	"Digestive system"
7	1.54220224446727e-07	2.20314606352468e-08	2.21683923397958	0.0590489767328484	"Plant      "	"ns"	"Pantothenate and CoA biosynthesis"	"Kegg220"	"Metabolism"	"Metabolism of cofactors and vitamins"
1	9.03154277846622e-08	9.03154277846622e-08	9.0876763489016	0.00500475486352827	"sex        "	"**"	"Pantothenate and CoA biosynthesis"	"Kegg220"	"Metabolism"	"Metabolism of cofactors and vitamins"
7	2.03161861510696e-07	2.90231230729565e-08	2.92035099197259	0.0176247312113253	"Plant:sex  "	"*"	"Pantothenate and CoA biosynthesis"	"Kegg220"	"Metabolism"	"Metabolism of cofactors and vitamins"
32	3.18023395436888e-07	9.93823110740276e-09	NA	NA	"Residuals  "	NA	"Pantothenate and CoA biosynthesis"	"Kegg220"	"Metabolism"	"Metabolism of cofactors and vitamins"
7	5.36695350458139e-11	7.66707643511627e-12	0.576906819893364	0.769257787366836	"Plant      "	"ns"	"Parathyroid hormone synthesis, secretion and action"	"Kegg221"	"Organismal Systems"	"Endocrine system"
1	5.74122449752571e-12	5.74122449752571e-12	0.431996680245852	0.515710813119999	"sex        "	"ns"	"Parathyroid hormone synthesis, secretion and action"	"Kegg221"	"Organismal Systems"	"Endocrine system"
7	7.11661140821571e-11	1.01665877260224e-11	0.76498178201579	0.620405063540906	"Plant:sex  "	"ns"	"Parathyroid hormone synthesis, secretion and action"	"Kegg221"	"Organismal Systems"	"Endocrine system"
32	4.25279156812656e-10	1.32899736503955e-11	NA	NA	"Residuals  "	NA	"Parathyroid hormone synthesis, secretion and action"	"Kegg221"	"Organismal Systems"	"Endocrine system"
7	2.90717135187461e-07	4.15310193124944e-08	2.48650322751624	0.0370199506020057	"Plant      "	"*"	"Parkinson disease"	"Kegg222"	"Human Diseases"	"Neurodegenerative disease"
1	4.06538801046967e-08	4.06538801046967e-08	2.43398803508237	0.128566979249332	"sex        "	"ns"	"Parkinson disease"	"Kegg222"	"Human Diseases"	"Neurodegenerative disease"
7	4.64140401653419e-08	6.63057716647741e-09	0.396979216924289	0.897030322459618	"Plant:sex  "	"ns"	"Parkinson disease"	"Kegg222"	"Human Diseases"	"Neurodegenerative disease"
32	5.34482563019775e-07	1.6702580094368e-08	NA	NA	"Residuals  "	NA	"Parkinson disease"	"Kegg222"	"Human Diseases"	"Neurodegenerative disease"
7	4.52915870588959e-08	6.47022672269942e-09	2.85119508604506	0.0198182433467893	"Plant      "	"*"	"Pathogenic Escherichia coli infection"	"Kegg223"	"Human Diseases"	"Infectious disease: bacterial"
1	2.6892956614321e-09	2.6892956614321e-09	1.18507540823832	0.284456172163819	"sex        "	"ns"	"Pathogenic Escherichia coli infection"	"Kegg223"	"Human Diseases"	"Infectious disease: bacterial"
7	7.91189195368287e-09	1.13027027909755e-09	0.498069264614768	0.828830645245096	"Plant:sex  "	"ns"	"Pathogenic Escherichia coli infection"	"Kegg223"	"Human Diseases"	"Infectious disease: bacterial"
32	7.2617709023054e-08	2.26930340697044e-09	NA	NA	"Residuals  "	NA	"Pathogenic Escherichia coli infection"	"Kegg223"	"Human Diseases"	"Infectious disease: bacterial"
7	2.74930920707919e-07	3.9275845815417e-08	4.01083220278329	0.00296006937047353	"Plant      "	"**"	"Pathways in cancer"	"Kegg224"	"Human Diseases"	"Cancer: overview"
1	6.92147156011148e-08	6.92147156011148e-08	7.06817649565341	0.0121491110438184	"sex        "	"*"	"Pathways in cancer"	"Kegg224"	"Human Diseases"	"Cancer: overview"
7	4.73354367730874e-08	6.7622052532982e-09	0.690553443946775	0.679268207685372	"Plant:sex  "	"ns"	"Pathways in cancer"	"Kegg224"	"Human Diseases"	"Cancer: overview"
32	3.13358176694896e-07	9.7924430217155e-09	NA	NA	"Residuals  "	NA	"Pathways in cancer"	"Kegg224"	"Human Diseases"	"Cancer: overview"
7	3.00377644258225e-07	4.29110920368893e-08	2.2797685404302	0.0529415689820769	"Plant      "	"ns"	"Pathways of neurodegeneration - multiple diseases"	"Kegg225"	"Human Diseases"	"Neurodegenerative disease"
1	1.21980373556363e-07	1.21980373556363e-07	6.48053929610223	0.015923752470696	"sex        "	"*"	"Pathways of neurodegeneration - multiple diseases"	"Kegg225"	"Human Diseases"	"Neurodegenerative disease"
7	6.56410593028729e-08	9.3772941861247e-09	0.49819427250903	0.828739655301235	"Plant:sex  "	"ns"	"Pathways of neurodegeneration - multiple diseases"	"Kegg225"	"Human Diseases"	"Neurodegenerative disease"
32	6.0232208701386e-07	1.88225652191831e-08	NA	NA	"Residuals  "	NA	"Pathways of neurodegeneration - multiple diseases"	"Kegg225"	"Human Diseases"	"Neurodegenerative disease"
7	7.01593175015344e-08	1.00227596430763e-08	1.95482446137171	0.0930442805803394	"Plant      "	"ns"	"Penicillin and cephalosporin biosynthesis"	"Kegg226"	"Metabolism"	"Biosynthesis of other secondary metabolites"
1	1.1974056410987e-07	1.1974056410987e-07	23.3540254456883	3.23063255403042e-05	"sex        "	"***"	"Penicillin and cephalosporin biosynthesis"	"Kegg226"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	4.79276844595895e-08	6.84681206565564e-09	1.33539226570243	0.266279211291613	"Plant:sex  "	"ns"	"Penicillin and cephalosporin biosynthesis"	"Kegg226"	"Metabolism"	"Biosynthesis of other secondary metabolites"
32	1.64070132595633e-07	5.12719164361352e-09	NA	NA	"Residuals  "	NA	"Penicillin and cephalosporin biosynthesis"	"Kegg226"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	6.02233453704187e-06	8.60333505291696e-07	5.3933918161467	0.000374923164004324	"Plant      "	"***"	"Pentose and glucuronate interconversions"	"Kegg227"	"Metabolism"	"Carbohydrate metabolism"
1	1.41189772004464e-06	1.41189772004464e-06	8.851122921155	0.0055352551028147	"sex        "	"**"	"Pentose and glucuronate interconversions"	"Kegg227"	"Metabolism"	"Carbohydrate metabolism"
7	1.69903265036103e-06	2.42718950051575e-07	1.52159411528212	0.195495384324904	"Plant:sex  "	"ns"	"Pentose and glucuronate interconversions"	"Kegg227"	"Metabolism"	"Carbohydrate metabolism"
32	5.10451921681513e-06	1.59516225525473e-07	NA	NA	"Residuals  "	NA	"Pentose and glucuronate interconversions"	"Kegg227"	"Metabolism"	"Carbohydrate metabolism"
7	8.87168003865025e-06	1.26738286266432e-06	3.73565053113364	0.00458559241723488	"Plant      "	"**"	"Pentose phosphate pathway"	"Kegg228"	"Metabolism"	"Carbohydrate metabolism"
1	5.68421811857373e-08	5.68421811857373e-08	0.167544102569687	0.685030679202115	"sex        "	"ns"	"Pentose phosphate pathway"	"Kegg228"	"Metabolism"	"Carbohydrate metabolism"
7	1.12186359792325e-06	1.6026622827475e-07	0.47238970828338	0.847222863753145	"Plant:sex  "	"ns"	"Pentose phosphate pathway"	"Kegg228"	"Metabolism"	"Carbohydrate metabolism"
32	1.08565432626137e-05	3.39266976956678e-07	NA	NA	"Residuals  "	NA	"Pentose phosphate pathway"	"Kegg228"	"Metabolism"	"Carbohydrate metabolism"
7	8.44947148109179e-07	1.20706735444168e-07	1.78677621656096	0.124394969894621	"Plant      "	"ns"	"Peptidoglycan biosynthesis"	"Kegg229"	"Metabolism"	"Glycan biosynthesis and metabolism"
1	6.46293971794617e-08	6.46293971794617e-08	0.956684557377888	0.335360640703199	"sex        "	"ns"	"Peptidoglycan biosynthesis"	"Kegg229"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	6.30448606257638e-07	9.0064086608234e-08	1.33318465888188	0.267240482494546	"Plant:sex  "	"ns"	"Peptidoglycan biosynthesis"	"Kegg229"	"Metabolism"	"Glycan biosynthesis and metabolism"
32	2.16177912959231e-06	6.75555977997596e-08	NA	NA	"Residuals  "	NA	"Peptidoglycan biosynthesis"	"Kegg229"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	1.52304131506113e-07	2.17577330723018e-08	3.43582682172489	0.00746118024501812	"Plant      "	"**"	"Peroxisome"	"Kegg230"	"Cellular Processes"	"Transport and catabolism"
1	4.07910788344039e-09	4.07910788344039e-09	0.64414377306961	0.428135065854035	"sex        "	"ns"	"Peroxisome"	"Kegg230"	"Cellular Processes"	"Transport and catabolism"
7	4.35077271491766e-08	6.21538959273952e-09	0.981490222315011	0.461668282259446	"Plant:sex  "	"ns"	"Peroxisome"	"Kegg230"	"Cellular Processes"	"Transport and catabolism"
32	2.02643350331645e-07	6.3326046978639e-09	NA	NA	"Residuals  "	NA	"Peroxisome"	"Kegg230"	"Cellular Processes"	"Transport and catabolism"
7	1.72205595559974e-05	2.46007993657105e-06	1.392863657277	0.242302683483225	"Plant      "	"ns"	"Pertussis"	"Kegg231"	"Human Diseases"	"Infectious disease: bacterial"
1	5.36290953362427e-06	5.36290953362427e-06	3.03640612469742	0.0910204166310166	"sex        "	"ns"	"Pertussis"	"Kegg231"	"Human Diseases"	"Infectious disease: bacterial"
7	1.74846791577676e-05	2.49781130825251e-06	1.41422664454137	0.233892523062438	"Plant:sex  "	"ns"	"Pertussis"	"Kegg231"	"Human Diseases"	"Infectious disease: bacterial"
32	5.65184952303039e-05	1.766202975947e-06	NA	NA	"Residuals  "	NA	"Pertussis"	"Kegg231"	"Human Diseases"	"Infectious disease: bacterial"
7	1.81954067325953e-08	2.59934381894219e-09	1.9291441434841	0.0972767642469448	"Plant      "	"ns"	"Phenazine biosynthesis"	"Kegg232"	"Metabolism"	"Biosynthesis of other secondary metabolites"
1	1.66969979433194e-09	1.66969979433194e-09	1.23919412127746	0.273918857753001	"sex        "	"ns"	"Phenazine biosynthesis"	"Kegg232"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	1.19391549719076e-08	1.70559356741537e-09	1.26583325290247	0.29805112166044	"Plant:sex  "	"ns"	"Phenazine biosynthesis"	"Kegg232"	"Metabolism"	"Biosynthesis of other secondary metabolites"
32	4.31170488151942e-08	1.34740777547482e-09	NA	NA	"Residuals  "	NA	"Phenazine biosynthesis"	"Kegg232"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	1.0857020628711e-06	1.55100294695871e-07	2.39979388543078	0.0430032982060659	"Plant      "	"*"	"Phenylalanine metabolism"	"Kegg233"	"Metabolism"	"Amino acid metabolism"
1	2.21121668535652e-08	2.21121668535652e-08	0.342131153992086	0.562703642922039	"sex        "	"ns"	"Phenylalanine metabolism"	"Kegg233"	"Metabolism"	"Amino acid metabolism"
7	1.84145712943481e-07	2.63065304204974e-08	0.407028568023017	0.890814247473262	"Plant:sex  "	"ns"	"Phenylalanine metabolism"	"Kegg233"	"Metabolism"	"Amino acid metabolism"
32	2.06818154692353e-06	6.46306733413605e-08	NA	NA	"Residuals  "	NA	"Phenylalanine metabolism"	"Kegg233"	"Metabolism"	"Amino acid metabolism"
7	3.90857588115954e-07	5.58367983022792e-08	4.49802600273321	0.00139371088711283	"Plant      "	"**"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Kegg234"	"Metabolism"	"Amino acid metabolism"
1	5.28960829341203e-08	5.28960829341203e-08	4.26113179327285	0.0471794416015441	"sex        "	"*"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Kegg234"	"Metabolism"	"Amino acid metabolism"
7	3.33644688523247e-07	4.76635269318924e-08	3.83961455599569	0.00388265733811911	"Plant:sex  "	"**"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Kegg234"	"Metabolism"	"Amino acid metabolism"
32	3.97235930736551e-07	1.24136228355172e-08	NA	NA	"Residuals  "	NA	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Kegg234"	"Metabolism"	"Amino acid metabolism"
7	9.72346068771106e-09	1.38906581253015e-09	3.05636244954313	0.0140116720281565	"Plant      "	"*"	"Phenylpropanoid biosynthesis"	"Kegg235"	"Metabolism"	"Biosynthesis of other secondary metabolites"
1	2.40292832882656e-09	2.40292832882656e-09	5.28716483187473	0.0281583291155471	"sex        "	"*"	"Phenylpropanoid biosynthesis"	"Kegg235"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	4.85261268475747e-09	6.93230383536782e-10	1.52531528312897	0.194274865217459	"Plant:sex  "	"ns"	"Phenylpropanoid biosynthesis"	"Kegg235"	"Metabolism"	"Biosynthesis of other secondary metabolites"
32	1.45434668612714e-08	4.54483339414731e-10	NA	NA	"Residuals  "	NA	"Phenylpropanoid biosynthesis"	"Kegg235"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	5.21857892326577e-08	7.45511274752252e-09	5.38724236839675	0.000378203727000337	"Plant      "	"***"	"Phosphatidylinositol signaling system"	"Kegg236"	"Environmental Information Processing"	"Signal transduction"
1	2.69433588910686e-08	2.69433588910686e-08	19.4699140684519	0.000108541317215453	"sex        "	"***"	"Phosphatidylinositol signaling system"	"Kegg236"	"Environmental Information Processing"	"Signal transduction"
7	9.3840798702439e-09	1.34058283860627e-09	0.968737148728611	0.470286760188796	"Plant:sex  "	"ns"	"Phosphatidylinositol signaling system"	"Kegg236"	"Environmental Information Processing"	"Signal transduction"
32	4.42830657332608e-08	1.3838458041644e-09	NA	NA	"Residuals  "	NA	"Phosphatidylinositol signaling system"	"Kegg236"	"Environmental Information Processing"	"Signal transduction"
7	2.40035267674397e-11	3.42907525249139e-12	0.300009915082326	0.948665938759923	"Plant      "	"ns"	"Phospholipase D signaling pathway"	"Kegg237"	"Environmental Information Processing"	"Signal transduction"
1	7.99343280904562e-13	7.99343280904562e-13	0.06993457190873	0.79312793974666	"sex        "	"ns"	"Phospholipase D signaling pathway"	"Kegg237"	"Environmental Information Processing"	"Signal transduction"
7	8.54731398409484e-11	1.22104485487069e-11	1.06829257525134	0.405866037336839	"Plant:sex  "	"ns"	"Phospholipase D signaling pathway"	"Kegg237"	"Environmental Information Processing"	"Signal transduction"
32	3.65755938598273e-10	1.1429873081196e-11	NA	NA	"Residuals  "	NA	"Phospholipase D signaling pathway"	"Kegg237"	"Environmental Information Processing"	"Signal transduction"
